city,timestamp,temperature,season
New York,2010-01-01,-1.4727456942166839,winter
New York,2010-01-02,-6.882464698852803,winter
New York,2010-01-03,-3.9533685745785925,winter
New York,2010-01-04,11.256952568935679,winter
New York,2010-01-05,1.6908348004632217,winter
New York,2010-01-06,2.4587515976045187,winter
New York,2010-01-07,-2.101176496756355,winter
New York,2010-01-08,-3.5519764040788484,winter
New York,2010-01-09,-2.156091143262672,winter
New York,2010-01-10,3.6727115676353987,winter
New York,2010-01-11,0.6475354391477207,winter
New York,2010-01-12,-0.07124414280012616,winter
New York,2010-01-13,-0.3024488544530775,winter
New York,2010-01-14,10.886659043649411,winter
New York,2010-01-15,4.538591420158301,winter
New York,2010-01-16,-5.673414843012302,winter
New York,2010-01-17,4.192107966660692,winter
New York,2010-01-18,0.7624303996174029,winter
New York,2010-01-19,-7.029039994509848,winter
New York,2010-01-20,1.37866808420243,winter
New York,2010-01-21,4.302254182799807,winter
New York,2010-01-22,-3.353513539377534,winter
New York,2010-01-23,8.168837032087838,winter
New York,2010-01-24,-2.26762895214127,winter
New York,2010-01-25,3.65753687120989,winter
New York,2010-01-26,-1.4464414723477592,winter
New York,2010-01-27,-7.88889002406266,winter
New York,2010-01-28,5.011642019115091,winter
New York,2010-01-29,1.2886530630158834,winter
New York,2010-01-30,-0.19789535718367995,winter
New York,2010-01-31,8.813990867462186,winter
New York,2010-02-01,6.271144530174065,winter
New York,2010-02-02,2.061578151271699,winter
New York,2010-02-03,-2.8497117246382575,winter
New York,2010-02-04,-16.312915939627658,winter
New York,2010-02-05,1.800344656255303,winter
New York,2010-02-06,2.26930282241291,winter
New York,2010-02-07,8.355896513117472,winter
New York,2010-02-08,2.203176163489159,winter
New York,2010-02-09,-0.7957528497646766,winter
New York,2010-02-10,-0.09644226824288141,winter
New York,2010-02-11,-7.517116605020453,winter
New York,2010-02-12,-2.1445787676266095,winter
New York,2010-02-13,5.028220967185919,winter
New York,2010-02-14,2.3905561729272855,winter
New York,2010-02-15,-4.16192003335576,winter
New York,2010-02-16,0.11907675608653079,winter
New York,2010-02-17,8.312084583434595,winter
New York,2010-02-18,0.5438235627480571,winter
New York,2010-02-19,3.90235816767769,winter
New York,2010-02-20,0.3950991010211369,winter
New York,2010-02-21,6.392391847908399,winter
New York,2010-02-22,3.6939218969051852,winter
New York,2010-02-23,2.2719432762929874,winter
New York,2010-02-24,2.467129620854959,winter
New York,2010-02-25,2.0899619957549693,winter
New York,2010-02-26,-4.487666087426682,winter
New York,2010-02-27,-1.5558879974711826,winter
New York,2010-02-28,4.068481419354712,winter
New York,2010-03-01,8.556771175046144,spring
New York,2010-03-02,10.517553591039789,spring
New York,2010-03-03,5.429521484406926,spring
New York,2010-03-04,8.028050969163663,spring
New York,2010-03-05,0.6734913934446656,spring
New York,2010-03-06,9.266696198176657,spring
New York,2010-03-07,10.461589063554182,spring
New York,2010-03-08,13.638835076668443,spring
New York,2010-03-09,7.9339968133765115,spring
New York,2010-03-10,8.395201207677747,spring
New York,2010-03-11,4.128017121377949,spring
New York,2010-03-12,8.172340247763735,spring
New York,2010-03-13,14.920965079344684,spring
New York,2010-03-14,18.42193982543027,spring
New York,2010-03-15,9.185416120398594,spring
